programCode,programName,startDate,endDate,capacity,useYn,description
PRG08294,프로그램 08294,2024-09-21,2025-04-11,156,Y,교육과정 설명 08294
PRG08295,프로그램 08295,2024-09-22,2026-11-21,157,N,교육과정 설명 08295
PRG08296,프로그램 08296,2024-09-23,2025-04-09,158,Y,교육과정 설명 08296
PRG08297,프로그램 08297,2024-09-24,2026-11-23,159,Y,교육과정 설명 08297
PRG08298,프로그램 08298,2024-09-25,2025-04-07,160,Y,교육과정 설명 08298
PRG08299,프로그램 08299,2024-09-26,2026-11-25,161,Y,교육과정 설명 08299
PRG08300,프로그램 08300,2024-09-27,2025-04-05,162,N,교육과정 설명 08300
PRG08301,프로그램 08301,2024-09-28,2026-11-27,163,Y,교육과정 설명 08301
PRG08302,프로그램 08302,2024-09-29,2025-04-03,164,Y,교육과정 설명 08302
PRG08303,프로그램 08303,2024-09-30,2026-11-29,165,Y,교육과정 설명 08303
PRG08304,프로그램 08304,2024-10-01,2025-04-01,166,Y,교육과정 설명 08304
PRG08305,프로그램 08305,2024-10-02,2026-12-01,167,N,교육과정 설명 08305
PRG08306,프로그램 08306,2024-10-03,2025-03-30,168,Y,교육과정 설명 08306
PRG08307,프로그램 08307,2024-10-04,2026-12-03,169,Y,교육과정 설명 08307
PRG08308,프로그램 08308,2024-10-05,2025-03-28,170,Y,교육과정 설명 08308
PRG08309,프로그램 08309,2024-10-06,2026-12-05,171,Y,교육과정 설명 08309
PRG08310,프로그램 08310,2024-10-07,2025-03-26,172,N,교육과정 설명 08310
PRG08311,프로그램 08311,2024-10-08,2026-12-07,173,Y,교육과정 설명 08311
PRG08312,프로그램 08312,2024-10-09,2025-03-24,174,Y,교육과정 설명 08312
PRG08313,프로그램 08313,2024-10-10,2026-12-09,175,Y,교육과정 설명 08313
PRG08314,프로그램 08314,2024-10-11,2025-03-22,176,Y,교육과정 설명 08314
PRG08315,프로그램 08315,2024-10-12,2026-12-11,177,N,교육과정 설명 08315
PRG08316,프로그램 08316,2024-10-13,2025-03-20,178,Y,교육과정 설명 08316
PRG08317,프로그램 08317,2024-10-14,2026-12-13,179,Y,교육과정 설명 08317
PRG08318,프로그램 08318,2024-10-15,2025-03-18,180,Y,교육과정 설명 08318
PRG08319,프로그램 08319,2024-10-16,2026-12-15,181,Y,교육과정 설명 08319
PRG08320,프로그램 08320,2024-10-17,2025-03-16,182,N,교육과정 설명 08320
PRG08321,프로그램 08321,2024-10-18,2026-12-17,183,Y,교육과정 설명 08321
PRG08322,프로그램 08322,2024-10-19,2025-03-14,184,Y,교육과정 설명 08322
PRG08323,프로그램 08323,2024-10-20,2026-12-19,185,Y,교육과정 설명 08323
PRG08324,프로그램 08324,2024-10-21,2025-03-12,186,Y,교육과정 설명 08324
PRG08325,프로그램 08325,2024-10-22,2026-12-21,187,N,교육과정 설명 08325
PRG08326,프로그램 08326,2024-10-23,2025-03-10,188,Y,교육과정 설명 08326
PRG08327,프로그램 08327,2024-10-24,2026-12-23,189,Y,교육과정 설명 08327
PRG08328,프로그램 08328,2024-10-25,2025-03-08,190,Y,교육과정 설명 08328
PRG08329,프로그램 08329,2024-10-26,2026-12-25,191,Y,교육과정 설명 08329
PRG08330,프로그램 08330,2024-10-27,2025-03-06,192,N,교육과정 설명 08330
PRG08331,프로그램 08331,2024-10-28,2026-12-27,193,Y,교육과정 설명 08331
PRG08332,프로그램 08332,2024-10-29,2025-03-04,194,Y,교육과정 설명 08332
PRG08333,프로그램 08333,2024-10-30,2026-12-29,195,Y,교육과정 설명 08333
PRG08334,프로그램 08334,2024-10-31,2025-03-02,196,Y,교육과정 설명 08334
PRG08335,프로그램 08335,2024-11-01,2026-12-31,197,N,교육과정 설명 08335
PRG08336,프로그램 08336,2024-11-02,2025-02-28,198,Y,교육과정 설명 08336
PRG08337,프로그램 08337,2024-11-03,2027-01-02,199,Y,교육과정 설명 08337
PRG08338,프로그램 08338,2024-11-04,2025-02-26,200,Y,교육과정 설명 08338
PRG08339,프로그램 08339,2024-11-05,2027-01-04,201,Y,교육과정 설명 08339
PRG08340,프로그램 08340,2024-11-06,2025-02-24,202,N,교육과정 설명 08340
PRG08341,프로그램 08341,2024-11-07,2027-01-06,203,Y,교육과정 설명 08341
PRG08342,프로그램 08342,2024-11-08,2025-02-22,204,Y,교육과정 설명 08342
PRG08343,프로그램 08343,2024-11-09,2027-01-08,205,Y,교육과정 설명 08343
PRG08344,프로그램 08344,2024-11-10,2025-02-20,206,Y,교육과정 설명 08344
PRG08345,프로그램 08345,2024-11-11,2027-01-10,207,N,교육과정 설명 08345
PRG08346,프로그램 08346,2024-11-12,2025-02-18,208,Y,교육과정 설명 08346
PRG08347,프로그램 08347,2024-11-13,2027-01-12,209,Y,교육과정 설명 08347
PRG08348,프로그램 08348,2024-11-14,2025-02-16,210,Y,교육과정 설명 08348
PRG08349,프로그램 08349,2024-11-15,2027-01-14,211,Y,교육과정 설명 08349
PRG08350,프로그램 08350,2024-11-16,2025-02-14,212,N,교육과정 설명 08350
PRG08351,프로그램 08351,2024-11-17,2027-01-16,213,Y,교육과정 설명 08351
PRG08352,프로그램 08352,2024-11-18,2025-02-12,214,Y,교육과정 설명 08352
PRG08353,프로그램 08353,2024-11-19,2027-01-18,215,Y,교육과정 설명 08353
PRG08354,프로그램 08354,2024-11-20,2025-02-10,216,Y,교육과정 설명 08354
PRG08355,프로그램 08355,2024-11-21,2027-01-20,217,N,교육과정 설명 08355
PRG08356,프로그램 08356,2024-11-22,2025-02-08,218,Y,교육과정 설명 08356
PRG08357,프로그램 08357,2024-11-23,2027-01-22,219,Y,교육과정 설명 08357
PRG08358,프로그램 08358,2024-11-24,2025-02-06,220,Y,교육과정 설명 08358
PRG08359,프로그램 08359,2024-11-25,2027-01-24,221,Y,교육과정 설명 08359
PRG08360,프로그램 08360,2024-11-26,2025-02-04,222,N,교육과정 설명 08360
PRG08361,프로그램 08361,2024-11-27,2027-01-26,223,Y,교육과정 설명 08361
PRG08362,프로그램 08362,2024-11-28,2025-02-02,224,Y,교육과정 설명 08362
PRG08363,프로그램 08363,2024-11-29,2027-01-28,225,Y,교육과정 설명 08363
PRG08364,프로그램 08364,2024-11-30,2025-01-31,226,Y,교육과정 설명 08364
PRG08365,프로그램 08365,2024-12-01,2027-01-30,227,N,교육과정 설명 08365
PRG08366,프로그램 08366,2024-12-02,2025-01-29,228,Y,교육과정 설명 08366
PRG08367,프로그램 08367,2024-12-03,2027-02-01,229,Y,교육과정 설명 08367
PRG08368,프로그램 08368,2024-12-04,2025-01-27,230,Y,교육과정 설명 08368
PRG08369,프로그램 08369,2024-12-05,2027-02-03,231,Y,교육과정 설명 08369
PRG08370,프로그램 08370,2024-12-06,2025-01-25,232,N,교육과정 설명 08370
PRG08371,프로그램 08371,2024-12-07,2027-02-05,233,Y,교육과정 설명 08371
PRG08372,프로그램 08372,2024-12-08,2025-01-23,234,Y,교육과정 설명 08372
PRG08373,프로그램 08373,2024-12-09,2027-02-07,235,Y,교육과정 설명 08373
PRG08374,프로그램 08374,2024-12-10,2025-01-21,236,Y,교육과정 설명 08374
PRG08375,프로그램 08375,2024-12-11,2027-02-09,237,N,교육과정 설명 08375
PRG08376,프로그램 08376,2024-12-12,2025-01-19,238,Y,교육과정 설명 08376
PRG08377,프로그램 08377,2024-12-13,2027-02-11,239,Y,교육과정 설명 08377
PRG08378,프로그램 08378,2024-12-14,2025-01-17,240,Y,교육과정 설명 08378
PRG08379,프로그램 08379,2024-12-15,2027-02-13,241,Y,교육과정 설명 08379
PRG08380,프로그램 08380,2024-12-16,2025-01-15,242,N,교육과정 설명 08380
PRG08381,프로그램 08381,2024-12-17,2027-02-15,243,Y,교육과정 설명 08381
PRG08382,프로그램 08382,2024-12-18,2025-01-13,244,Y,교육과정 설명 08382
PRG08383,프로그램 08383,2024-12-19,2027-02-17,245,Y,교육과정 설명 08383
PRG08384,프로그램 08384,2024-12-20,2025-01-11,246,Y,교육과정 설명 08384
PRG08385,프로그램 08385,2024-12-21,2027-02-19,247,N,교육과정 설명 08385
PRG08386,프로그램 08386,2024-12-22,2025-01-09,248,Y,교육과정 설명 08386
PRG08387,프로그램 08387,2024-12-23,2027-02-21,249,Y,교육과정 설명 08387
PRG08388,프로그램 08388,2024-12-24,2025-01-07,250,Y,교육과정 설명 08388
PRG08389,프로그램 08389,2024-12-25,2027-02-23,251,Y,교육과정 설명 08389
PRG08390,프로그램 08390,2024-12-26,2025-01-05,252,N,교육과정 설명 08390
PRG08391,프로그램 08391,2024-12-27,2027-02-25,253,Y,교육과정 설명 08391
PRG08392,프로그램 08392,2024-12-28,2025-01-03,254,Y,교육과정 설명 08392
PRG08393,프로그램 08393,2024-12-29,2027-02-27,255,Y,교육과정 설명 08393
PRG08394,프로그램 08394,2024-12-30,2025-01-01,256,Y,교육과정 설명 08394
PRG08395,프로그램 08395,2024-12-31,2026-03-01,257,N,교육과정 설명 08395
PRG08396,프로그램 08396,2025-01-01,2025-12-30,258,Y,교육과정 설명 08396
PRG08397,프로그램 08397,2025-01-02,2026-03-03,259,Y,교육과정 설명 08397
PRG08398,프로그램 08398,2025-01-03,2025-12-28,260,Y,교육과정 설명 08398
PRG08399,프로그램 08399,2025-01-04,2026-03-05,261,Y,교육과정 설명 08399
PRG08400,프로그램 08400,2025-01-05,2025-12-26,262,N,교육과정 설명 08400
PRG08401,프로그램 08401,2025-01-06,2026-03-07,263,Y,교육과정 설명 08401
PRG08402,프로그램 08402,2025-01-07,2025-12-24,264,Y,교육과정 설명 08402
PRG08403,프로그램 08403,2025-01-08,2026-03-09,265,Y,교육과정 설명 08403
PRG08404,프로그램 08404,2025-01-09,2025-12-22,266,Y,교육과정 설명 08404
PRG08405,프로그램 08405,2025-01-10,2026-03-11,267,N,교육과정 설명 08405
PRG08406,프로그램 08406,2025-01-11,2025-12-20,268,Y,교육과정 설명 08406
PRG08407,프로그램 08407,2025-01-12,2026-03-13,269,Y,교육과정 설명 08407
PRG08408,프로그램 08408,2025-01-13,2025-12-18,270,Y,교육과정 설명 08408
PRG08409,프로그램 08409,2025-01-14,2026-03-15,271,Y,교육과정 설명 08409
PRG08410,프로그램 08410,2025-01-15,2025-12-16,272,N,교육과정 설명 08410
PRG08411,프로그램 08411,2025-01-16,2026-03-17,273,Y,교육과정 설명 08411
PRG08412,프로그램 08412,2025-01-17,2025-12-14,274,Y,교육과정 설명 08412
PRG08413,프로그램 08413,2025-01-18,2026-03-19,275,Y,교육과정 설명 08413
PRG08414,프로그램 08414,2025-01-19,2025-12-12,276,Y,교육과정 설명 08414
PRG08415,프로그램 08415,2025-01-20,2026-03-21,277,N,교육과정 설명 08415
PRG08416,프로그램 08416,2025-01-21,2025-12-10,278,Y,교육과정 설명 08416
PRG08417,프로그램 08417,2025-01-22,2026-03-23,279,Y,교육과정 설명 08417
PRG08418,프로그램 08418,2025-01-23,2025-12-08,280,Y,교육과정 설명 08418
PRG08419,프로그램 08419,2025-01-24,2026-03-25,281,Y,교육과정 설명 08419
PRG08420,프로그램 08420,2025-01-25,2025-12-06,282,N,교육과정 설명 08420
PRG08421,프로그램 08421,2025-01-26,2026-03-27,283,Y,교육과정 설명 08421
PRG08422,프로그램 08422,2025-01-27,2025-12-04,284,Y,교육과정 설명 08422
PRG08423,프로그램 08423,2025-01-28,2026-03-29,285,Y,교육과정 설명 08423
PRG08424,프로그램 08424,2025-01-29,2025-12-02,286,Y,교육과정 설명 08424
PRG08425,프로그램 08425,2025-01-30,2026-03-31,287,N,교육과정 설명 08425
PRG08426,프로그램 08426,2025-01-31,2025-11-30,288,Y,교육과정 설명 08426
PRG08427,프로그램 08427,2025-02-01,2026-04-02,289,Y,교육과정 설명 08427
PRG08428,프로그램 08428,2025-02-02,2025-11-28,290,Y,교육과정 설명 08428
PRG08429,프로그램 08429,2025-02-03,2026-04-04,291,Y,교육과정 설명 08429
PRG08430,프로그램 08430,2025-02-04,2025-11-26,292,N,교육과정 설명 08430
PRG08431,프로그램 08431,2025-02-05,2026-04-06,293,Y,교육과정 설명 08431
PRG08432,프로그램 08432,2025-02-06,2025-11-24,294,Y,교육과정 설명 08432
PRG08433,프로그램 08433,2025-02-07,2026-04-08,295,Y,교육과정 설명 08433
PRG08434,프로그램 08434,2025-02-08,2025-11-22,296,Y,교육과정 설명 08434
PRG08435,프로그램 08435,2025-02-09,2026-04-10,297,N,교육과정 설명 08435
PRG08436,프로그램 08436,2025-02-10,2025-11-20,298,Y,교육과정 설명 08436
PRG08437,프로그램 08437,2025-02-11,2026-04-12,299,Y,교육과정 설명 08437
PRG08438,프로그램 08438,2025-02-12,2025-11-18,300,Y,교육과정 설명 08438
PRG08439,프로그램 08439,2025-02-13,2026-04-14,10,Y,교육과정 설명 08439
PRG08440,프로그램 08440,2025-02-14,2025-11-16,11,N,교육과정 설명 08440
PRG08441,프로그램 08441,2025-02-15,2026-04-16,12,Y,교육과정 설명 08441
PRG08442,프로그램 08442,2025-02-16,2025-11-14,13,Y,교육과정 설명 08442
PRG08443,프로그램 08443,2025-02-17,2026-04-18,14,Y,교육과정 설명 08443
PRG08444,프로그램 08444,2025-02-18,2025-11-12,15,Y,교육과정 설명 08444
PRG08445,프로그램 08445,2025-02-19,2026-04-20,16,N,교육과정 설명 08445
PRG08446,프로그램 08446,2025-02-20,2025-11-10,17,Y,교육과정 설명 08446
PRG08447,프로그램 08447,2025-02-21,2026-04-22,18,Y,교육과정 설명 08447
PRG08448,프로그램 08448,2025-02-22,2025-11-08,19,Y,교육과정 설명 08448
PRG08449,프로그램 08449,2025-02-23,2026-04-24,20,Y,교육과정 설명 08449
PRG08450,프로그램 08450,2025-02-24,2025-11-06,21,N,교육과정 설명 08450
PRG08451,프로그램 08451,2025-02-25,2026-04-26,22,Y,교육과정 설명 08451
PRG08452,프로그램 08452,2025-02-26,2025-11-04,23,Y,교육과정 설명 08452
PRG08453,프로그램 08453,2025-02-27,2026-04-28,24,Y,교육과정 설명 08453
PRG08454,프로그램 08454,2025-02-28,2025-11-02,25,Y,교육과정 설명 08454
PRG08455,프로그램 08455,2025-03-01,2026-04-30,26,N,교육과정 설명 08455
PRG08456,프로그램 08456,2025-03-02,2025-10-31,27,Y,교육과정 설명 08456
PRG08457,프로그램 08457,2025-03-03,2026-05-02,28,Y,교육과정 설명 08457
PRG08458,프로그램 08458,2025-03-04,2025-10-29,29,Y,교육과정 설명 08458
PRG08459,프로그램 08459,2025-03-05,2026-05-04,30,Y,교육과정 설명 08459
PRG08460,프로그램 08460,2025-03-06,2025-10-27,31,N,교육과정 설명 08460
PRG08461,프로그램 08461,2025-03-07,2026-05-06,32,Y,교육과정 설명 08461
PRG08462,프로그램 08462,2025-03-08,2025-10-25,33,Y,교육과정 설명 08462
PRG08463,프로그램 08463,2025-03-09,2026-05-08,34,Y,교육과정 설명 08463
PRG08464,프로그램 08464,2025-03-10,2025-10-23,35,Y,교육과정 설명 08464
PRG08465,프로그램 08465,2025-03-11,2026-05-10,36,N,교육과정 설명 08465
PRG08466,프로그램 08466,2025-03-12,2025-10-21,37,Y,교육과정 설명 08466
PRG08467,프로그램 08467,2025-03-13,2026-05-12,38,Y,교육과정 설명 08467
PRG08468,프로그램 08468,2025-03-14,2025-10-19,39,Y,교육과정 설명 08468
PRG08469,프로그램 08469,2025-03-15,2026-05-14,40,Y,교육과정 설명 08469
PRG08470,프로그램 08470,2025-03-16,2025-10-17,41,N,교육과정 설명 08470
PRG08471,프로그램 08471,2025-03-17,2026-05-16,42,Y,교육과정 설명 08471
PRG08472,프로그램 08472,2025-03-18,2025-10-15,43,Y,교육과정 설명 08472
PRG08473,프로그램 08473,2025-03-19,2026-05-18,44,Y,교육과정 설명 08473
PRG08474,프로그램 08474,2025-03-20,2025-10-13,45,Y,교육과정 설명 08474
PRG08475,프로그램 08475,2025-03-21,2026-05-20,46,N,교육과정 설명 08475
PRG08476,프로그램 08476,2025-03-22,2025-10-11,47,Y,교육과정 설명 08476
PRG08477,프로그램 08477,2025-03-23,2026-05-22,48,Y,교육과정 설명 08477
PRG08478,프로그램 08478,2025-03-24,2025-10-09,49,Y,교육과정 설명 08478
PRG08479,프로그램 08479,2025-03-25,2026-05-24,50,Y,교육과정 설명 08479
PRG08480,프로그램 08480,2025-03-26,2025-10-07,51,N,교육과정 설명 08480
PRG08481,프로그램 08481,2025-03-27,2026-05-26,52,Y,교육과정 설명 08481
PRG08482,프로그램 08482,2025-03-28,2025-10-05,53,Y,교육과정 설명 08482
PRG08483,프로그램 08483,2025-03-29,2026-05-28,54,Y,교육과정 설명 08483
PRG08484,프로그램 08484,2025-03-30,2025-10-03,55,Y,교육과정 설명 08484
PRG08485,프로그램 08485,2025-03-31,2026-05-30,56,N,교육과정 설명 08485
PRG08486,프로그램 08486,2025-04-01,2025-10-01,57,Y,교육과정 설명 08486
PRG08487,프로그램 08487,2025-04-02,2026-06-01,58,Y,교육과정 설명 08487
PRG08488,프로그램 08488,2025-04-03,2025-09-29,59,Y,교육과정 설명 08488
PRG08489,프로그램 08489,2025-04-04,2026-06-03,60,Y,교육과정 설명 08489
PRG08490,프로그램 08490,2025-04-05,2025-09-27,61,N,교육과정 설명 08490
PRG08491,프로그램 08491,2025-04-06,2026-06-05,62,Y,교육과정 설명 08491
PRG08492,프로그램 08492,2025-04-07,2025-09-25,63,Y,교육과정 설명 08492
PRG08493,프로그램 08493,2025-04-08,2026-06-07,64,Y,교육과정 설명 08493
PRG08494,프로그램 08494,2025-04-09,2025-09-23,65,Y,교육과정 설명 08494
PRG08495,프로그램 08495,2025-04-10,2026-06-09,66,N,교육과정 설명 08495
PRG08496,프로그램 08496,2025-04-11,2025-09-21,67,Y,교육과정 설명 08496
PRG08497,프로그램 08497,2025-04-12,2026-06-11,68,Y,교육과정 설명 08497
PRG08498,프로그램 08498,2025-04-13,2025-09-19,69,Y,교육과정 설명 08498
PRG08499,프로그램 08499,2025-04-14,2026-06-13,70,Y,교육과정 설명 08499
PRG08500,프로그램 08500,2025-04-15,2025-09-17,71,N,교육과정 설명 08500
PRG08501,프로그램 08501,2025-04-16,2026-06-15,72,Y,교육과정 설명 08501
PRG08502,프로그램 08502,2025-04-17,2025-09-15,73,Y,교육과정 설명 08502
PRG08503,프로그램 08503,2025-04-18,2026-06-17,74,Y,교육과정 설명 08503
PRG08504,프로그램 08504,2025-04-19,2025-09-13,75,Y,교육과정 설명 08504
PRG08505,프로그램 08505,2025-04-20,2026-06-19,76,N,교육과정 설명 08505
PRG08506,프로그램 08506,2025-04-21,2025-09-11,77,Y,교육과정 설명 08506
PRG08507,프로그램 08507,2025-04-22,2026-06-21,78,Y,교육과정 설명 08507
PRG08508,프로그램 08508,2025-04-23,2025-09-09,79,Y,교육과정 설명 08508
PRG08509,프로그램 08509,2025-04-24,2026-06-23,80,Y,교육과정 설명 08509
PRG08510,프로그램 08510,2025-04-25,2025-09-07,81,N,교육과정 설명 08510
PRG08511,프로그램 08511,2025-04-26,2026-06-25,82,Y,교육과정 설명 08511
PRG08512,프로그램 08512,2025-04-27,2025-09-05,83,Y,교육과정 설명 08512
PRG08513,프로그램 08513,2025-04-28,2026-06-27,84,Y,교육과정 설명 08513
PRG08514,프로그램 08514,2025-04-29,2025-09-03,85,Y,교육과정 설명 08514
PRG08515,프로그램 08515,2025-04-30,2026-06-29,86,N,교육과정 설명 08515
PRG08516,프로그램 08516,2025-05-01,2025-09-01,87,Y,교육과정 설명 08516
PRG08517,프로그램 08517,2025-05-02,2026-07-01,88,Y,교육과정 설명 08517
PRG08518,프로그램 08518,2025-05-03,2025-08-30,89,Y,교육과정 설명 08518
PRG08519,프로그램 08519,2025-05-04,2026-07-03,90,Y,교육과정 설명 08519
PRG08520,프로그램 08520,2025-05-05,2025-08-28,91,N,교육과정 설명 08520
PRG08521,프로그램 08521,2025-05-06,2026-07-05,92,Y,교육과정 설명 08521
PRG08522,프로그램 08522,2025-05-07,2025-08-26,93,Y,교육과정 설명 08522
PRG08523,프로그램 08523,2025-05-08,2026-07-07,94,Y,교육과정 설명 08523
PRG08524,프로그램 08524,2025-05-09,2025-08-24,95,Y,교육과정 설명 08524
PRG08525,프로그램 08525,2025-05-10,2026-07-09,96,N,교육과정 설명 08525
PRG08526,프로그램 08526,2025-05-11,2025-08-22,97,Y,교육과정 설명 08526
PRG08527,프로그램 08527,2025-05-12,2026-07-11,98,Y,교육과정 설명 08527
PRG08528,프로그램 08528,2025-05-13,2025-08-20,99,Y,교육과정 설명 08528
PRG08529,프로그램 08529,2025-05-14,2026-07-13,100,Y,교육과정 설명 08529
PRG08530,프로그램 08530,2025-05-15,2025-08-18,101,N,교육과정 설명 08530
PRG08531,프로그램 08531,2025-05-16,2026-07-15,102,Y,교육과정 설명 08531
PRG08532,프로그램 08532,2025-05-17,2025-08-16,103,Y,교육과정 설명 08532
PRG08533,프로그램 08533,2025-05-18,2026-07-17,104,Y,교육과정 설명 08533
PRG08534,프로그램 08534,2025-05-19,2025-08-14,105,Y,교육과정 설명 08534
PRG08535,프로그램 08535,2025-05-20,2026-07-19,106,N,교육과정 설명 08535
PRG08536,프로그램 08536,2025-05-21,2025-08-12,107,Y,교육과정 설명 08536
PRG08537,프로그램 08537,2025-05-22,2026-07-21,108,Y,교육과정 설명 08537
PRG08538,프로그램 08538,2025-05-23,2025-08-10,109,Y,교육과정 설명 08538
PRG08539,프로그램 08539,2025-05-24,2026-07-23,110,Y,교육과정 설명 08539
PRG08540,프로그램 08540,2025-05-25,2025-08-08,111,N,교육과정 설명 08540
PRG08541,프로그램 08541,2025-05-26,2026-07-25,112,Y,교육과정 설명 08541
PRG08542,프로그램 08542,2025-05-27,2025-08-06,113,Y,교육과정 설명 08542
PRG08543,프로그램 08543,2025-05-28,2026-07-27,114,Y,교육과정 설명 08543
PRG08544,프로그램 08544,2025-05-29,2025-08-04,115,Y,교육과정 설명 08544
PRG08545,프로그램 08545,2025-05-30,2026-07-29,116,N,교육과정 설명 08545
PRG08546,프로그램 08546,2025-05-31,2025-08-02,117,Y,교육과정 설명 08546
PRG08547,프로그램 08547,2025-06-01,2026-07-31,118,Y,교육과정 설명 08547
PRG08548,프로그램 08548,2025-06-02,2025-07-31,119,Y,교육과정 설명 08548
PRG08549,프로그램 08549,2025-06-03,2026-08-02,120,Y,교육과정 설명 08549
PRG08550,프로그램 08550,2025-06-04,2025-07-29,121,N,교육과정 설명 08550
PRG08551,프로그램 08551,2025-06-05,2026-08-04,122,Y,교육과정 설명 08551
PRG08552,프로그램 08552,2025-06-06,2025-07-27,123,Y,교육과정 설명 08552
PRG08553,프로그램 08553,2025-06-07,2026-08-06,124,Y,교육과정 설명 08553
PRG08554,프로그램 08554,2025-06-08,2025-07-25,125,Y,교육과정 설명 08554
PRG08555,프로그램 08555,2025-06-09,2026-08-08,126,N,교육과정 설명 08555
PRG08556,프로그램 08556,2025-06-10,2025-07-23,127,Y,교육과정 설명 08556
PRG08557,프로그램 08557,2025-06-11,2026-08-10,128,Y,교육과정 설명 08557
PRG08558,프로그램 08558,2025-06-12,2025-07-21,129,Y,교육과정 설명 08558
PRG08559,프로그램 08559,2025-06-13,2026-08-12,130,Y,교육과정 설명 08559
PRG08560,프로그램 08560,2025-06-14,2025-07-19,131,N,교육과정 설명 08560
PRG08561,프로그램 08561,2025-06-15,2026-08-14,132,Y,교육과정 설명 08561
PRG08562,프로그램 08562,2025-06-16,2025-07-17,133,Y,교육과정 설명 08562
PRG08563,프로그램 08563,2025-06-17,2026-08-16,134,Y,교육과정 설명 08563
PRG08564,프로그램 08564,2025-06-18,2025-07-15,135,Y,교육과정 설명 08564
PRG08565,프로그램 08565,2025-06-19,2026-08-18,136,N,교육과정 설명 08565
PRG08566,프로그램 08566,2025-06-20,2025-07-13,137,Y,교육과정 설명 08566
PRG08567,프로그램 08567,2025-06-21,2026-08-20,138,Y,교육과정 설명 08567
PRG08568,프로그램 08568,2025-06-22,2025-07-11,139,Y,교육과정 설명 08568
PRG08569,프로그램 08569,2025-06-23,2026-08-22,140,Y,교육과정 설명 08569
PRG08570,프로그램 08570,2025-06-24,2025-07-09,141,N,교육과정 설명 08570
PRG08571,프로그램 08571,2025-06-25,2026-08-24,142,Y,교육과정 설명 08571
PRG08572,프로그램 08572,2025-06-26,2025-07-07,143,Y,교육과정 설명 08572
PRG08573,프로그램 08573,2025-06-27,2026-08-26,144,Y,교육과정 설명 08573
PRG08574,프로그램 08574,2025-06-28,2025-07-05,145,Y,교육과정 설명 08574
PRG08575,프로그램 08575,2025-06-29,2026-08-28,146,N,교육과정 설명 08575
PRG08576,프로그램 08576,2025-06-30,2025-07-03,147,Y,교육과정 설명 08576
PRG08577,프로그램 08577,2025-07-01,2026-08-30,148,Y,교육과정 설명 08577
PRG08578,프로그램 08578,2025-07-02,2025-09-05,149,Y,교육과정 설명 08578
PRG08579,프로그램 08579,2025-07-03,2026-09-01,150,Y,교육과정 설명 08579
PRG08580,프로그램 08580,2025-07-04,2025-07-11,151,N,교육과정 설명 08580
PRG08581,프로그램 08581,2025-07-05,2026-09-03,152,Y,교육과정 설명 08581
PRG08582,프로그램 08582,2025-07-06,2025-07-15,153,Y,교육과정 설명 08582
PRG08583,프로그램 08583,2025-07-07,2026-09-05,154,Y,교육과정 설명 08583
PRG08584,프로그램 08584,2025-07-08,2025-07-19,155,Y,교육과정 설명 08584
PRG08585,프로그램 08585,2025-07-09,2026-09-07,156,N,교육과정 설명 08585
PRG08586,프로그램 08586,2025-07-10,2025-07-23,157,Y,교육과정 설명 08586
PRG08587,프로그램 08587,2025-07-11,2026-09-09,158,Y,교육과정 설명 08587
PRG08588,프로그램 08588,2025-07-12,2025-07-27,159,Y,교육과정 설명 08588
PRG08589,프로그램 08589,2025-07-13,2026-09-11,160,Y,교육과정 설명 08589
PRG08590,프로그램 08590,2025-07-14,2025-07-31,161,N,교육과정 설명 08590
PRG08591,프로그램 08591,2025-07-15,2026-09-13,162,Y,교육과정 설명 08591
PRG08592,프로그램 08592,2025-07-16,2025-08-04,163,Y,교육과정 설명 08592
PRG08593,프로그램 08593,2025-07-17,2026-09-15,164,Y,교육과정 설명 08593
PRG08594,프로그램 08594,2025-07-18,2025-08-08,165,Y,교육과정 설명 08594
PRG08595,프로그램 08595,2025-07-19,2026-09-17,166,N,교육과정 설명 08595
PRG08596,프로그램 08596,2025-07-20,2025-08-12,167,Y,교육과정 설명 08596
PRG08597,프로그램 08597,2025-07-21,2026-09-19,168,Y,교육과정 설명 08597
PRG08598,프로그램 08598,2025-07-22,2025-08-16,169,Y,교육과정 설명 08598
PRG08599,프로그램 08599,2025-07-23,2026-09-21,170,Y,교육과정 설명 08599
PRG08600,프로그램 08600,2025-07-24,2025-08-20,171,N,교육과정 설명 08600
PRG08601,프로그램 08601,2025-07-25,2026-09-23,172,Y,교육과정 설명 08601
PRG08602,프로그램 08602,2025-07-26,2025-08-24,173,Y,교육과정 설명 08602
PRG08603,프로그램 08603,2025-07-27,2026-09-25,174,Y,교육과정 설명 08603
PRG08604,프로그램 08604,2025-07-28,2025-08-28,175,Y,교육과정 설명 08604
PRG08605,프로그램 08605,2025-07-29,2026-09-27,176,N,교육과정 설명 08605
PRG08606,프로그램 08606,2025-07-30,2025-09-01,177,Y,교육과정 설명 08606
PRG08607,프로그램 08607,2025-07-31,2026-09-29,178,Y,교육과정 설명 08607
PRG08608,프로그램 08608,2025-08-01,2025-09-05,179,Y,교육과정 설명 08608
PRG08609,프로그램 08609,2025-08-02,2026-10-01,180,Y,교육과정 설명 08609
PRG08610,프로그램 08610,2025-08-03,2025-09-09,181,N,교육과정 설명 08610
PRG08611,프로그램 08611,2025-08-04,2026-10-03,182,Y,교육과정 설명 08611
PRG08612,프로그램 08612,2025-08-05,2025-09-13,183,Y,교육과정 설명 08612
